IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	Source	Source_ref	Comments
ə	west2441		Western Arrernte	Breen 2001	http://glottolog.org/resource/reference/id/305912	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
t	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
ʈ	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
t̪	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
ȶ	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
k	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
p	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
n	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
ɳ	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
n̪	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
ȵ	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
ŋ	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
m	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
l	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
ɭ	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
l̪	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
ȴ	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
r	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
ɻ	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
j	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
w	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
i	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
a	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
ɰ	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
ə	kayt1238		Kaytetye	Turpin&Ross 2012	http://catalogue.nla.gov.au/Record/5213996	Please see also the general comparative notes on Australian inventories. Prestopped nasals, prepalatalized and labialized segments in Breen 2001 interpreted here as segment sequences.
t̺	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
ȶ	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
k	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
p	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
n̺	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
ȵ	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
ŋ	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
m	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
l̺	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
r̺	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
j	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
w	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
i	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
iː	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
u	yugu1249		Bundjalung	Sharpe 2005	http://glottolog.org/resource/reference/id/304717	Please see also the general comparative notes on Australian inventories.
